Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,226,9,11,Descartes,Geometry,Focus: analytic geometry move; problems as equations; method example sections (Read whole; then re-read these anchors),Idea; Knowledge; Logic; Art; Metaphysics; Mind; Reasoning; Truth,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Descartes Geometry lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Idea; Knowledge; Logic; Art: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,MIT_STS; MAGEE; SADLER; OYC_THEORY; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://www.bbc.co.uk/programmes/b00s8gcf,Idea; Knowledge; Logic; Metaphysics; Mind; Reasoning; Truth; Art,Core (1952),
Not Started,227,9,12,Pascal,The Great Experiment Concerning the Equilibrium of Fluids,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Chance; Infinity; Religion; Reasoning; Theology; Truth; Will,BBC Story of Maths or 3Blue1Brown — probability/geometry background; then MIT STS for early modern method.,Lecture cue — use/search: “Pascal The Great Experiment Concerning the Equilibrium of Fluids mathematics science lecture”,"BBC Story of Science — connect proof, experiment, probability, faith, and wager.",Watch for God; Chance; Infinity; Religion: Pascal lives at the hinge where mathematical clarity intensifies existential uncertainty.,STORY_MATHS; THREEB1B; MIT_STS; BBC_STORY_SCI,"BBC — The Story of Maths; 3Blue1Brown; MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion",https://www.bbc.co.uk/programmes/b00dxjls; https://www.3blue1brown.com/; https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Chance; Infinity; Reasoning; Theology; Truth; Will,Core (1952),
Not Started,228,9,13,Pascal,On Geometrical Demonstration,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Chance; Infinity; Religion; Reasoning; Theology; Truth; Will,BBC Story of Maths or 3Blue1Brown — probability/geometry background; then MIT STS for early modern method.,Lecture cue — use/search: “Pascal On Geometrical Demonstration mathematics science lecture”,"BBC Story of Science — connect proof, experiment, probability, faith, and wager.",Watch for God; Chance; Infinity; Religion: Pascal lives at the hinge where mathematical clarity intensifies existential uncertainty.,STORY_MATHS; THREEB1B; MIT_STS; BBC_STORY_SCI,"BBC — The Story of Maths; 3Blue1Brown; MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion",https://www.bbc.co.uk/programmes/b00dxjls; https://www.3blue1brown.com/; https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Chance; Infinity; Reasoning; Theology; Truth; Will,Core (1952),
Not Started,229,9,14,Faraday,Experimental Researches in Electricity,Series I-II,Knowledge; Justice; Truth; Reasoning,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Faraday Experimental Researches in Electricity science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Knowledge; Justice; Truth; Reasoning: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,230,9,15,Faraday,A Speculation Touching Electric Conduction and the Nature of Matter,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Nature; Physics; Religion; Science; Sin,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Faraday A Speculation Touching Electric Conduction and the Nature of Matter science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for God; Nature; Physics; Religion: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,God; Nature; Physics; Religion; Science; Sin,Expansion (1990),
Not Started,231,9,16,Hegel,Philosophy of Right,Part III,Art; Beauty; Form; Knowledge; Philosophy; Truth,"Bryan Magee — watch the matching philosopher/tradition episode first, or OYC Theory for the interpretive frame.",Gregory B. Sadler — use/search: “Hegel Philosophy of Right lecture”,"Return to Magee/OYC Theory; locate the break: certainty, substance, freedom, history, language, being, or value.",Watch for Art; Beauty; Form; Knowledge: modern philosophy often begins when inherited certainty becomes a problem rather than a possession.,OYC_POLPHIL; MAGEE; SADLER; OYC_THEORY; HARVARD_JUSTICE,Open Yale PLSC 114 — Introduction to Political Philosophy; Bryan Magee — Great Philosophers / Men of Ideas interviews; Gregory B. Sadler — philosophy text lectures and core concepts; Open Yale ENGL 300 — Introduction to Theory of Literature; Harvard Justice — Michael Sandel course videos,https://oyc.yale.edu/political-science/plsc-114; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.youtube.com/@GregoryBSadler; https://oyc.yale.edu/english/engl-300; https://justiceharvard.org/,Art; Beauty; Form; Knowledge; Philosophy; Truth,Core (1952),
Not Started,232,9,17,Marx,Capital,Part III-IV,Government; Justice; Labor; Progress; Revolution; State; Wealth; Slavery,OYC Foundations of Modern Social Theory — matching author/context lectures; then Crash Course Economics for the vocabulary.,Lecture cue — use/search: “Marx Capital lecture”,"OYC Financial Markets or Game Theory — connect labor, wealth, exchange, institutions, conflict, and modern capitalism.","Watch for Government; Justice; Labor; Progress: economic texts become philosophical when wealth, labor, power, and human motives are treated as one system.",OYC_SOCIAL; CRASH_ECON; OYC_FINANCE; OYC_GAME,Open Yale SOCY 151 — Foundations of Modern Social Theory; Crash Course Economics; Open Yale ECON 252 — Financial Markets; Open Yale ECON 159 — Game Theory,https://oyc.yale.edu/sociology/socy-151; https://thecrashcourse.com/topic/economics/; https://oyc.yale.edu/economics/econ-252; https://oyc.yale.edu/economics/econ-159,Government; Justice; Labor; Progress; Revolution; State; Wealth; Slavery,Core (1952),
Not Started,233,9,18,Freud,Civilization and Its Discontents,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Desire; Happiness; Law; Emotion; Religion; Sin; Mind; Pleasure and Pain,PBS Young Dr. Freud; then OYC Psychology lecture on Freud/psychoanalysis.,Open Yale / lecture cue — use/search: “Freud Civilization and Its Discontents lecture”,"OYC Theory of Literature — Freud unit; connect unconscious, civilization, desire, repression, symbol, and interpretation.","Watch for Desire; Happiness; Law; Emotion: Freud turns the self into a text with censorship, conflict, and hidden authorship.",PBS_YOUNG_FREUD; OYC_PSYCH; OYC_THEORY,PBS — Young Dr. Freud; Open Yale PSYC 110 — Introduction to Psychology; Open Yale ENGL 300 — Introduction to Theory of Literature,https://www.pbs.org/youngdrfreud/; https://oyc.yale.edu/introduction-psychology/psyc-110; https://oyc.yale.edu/english/engl-300,Religion; Sin; Desire; Happiness; Law; Mind; Pleasure and Pain; Emotion,Core (1952),
Not Started,234,9,19,Apollonius,On Conic Sections,"Book I, Prop. 1-15; Book III, Prop. 42-55",Knowledge; Justice; Truth; Reasoning,BBC Story of Maths — relevant ancient/geometry episode; then 3Blue1Brown or Numberphile for visual intuition.,Math lecture cue — use/search: “Apollonius On Conic Sections explanation”,"MIT STS.002 — connect proof and mathematical form to astronomy, mechanics, and natural philosophy.",Watch for Knowledge; Justice; Truth; Reasoning: mathematics gives the conversation a different kind of necessity: demonstration rather than persuasion.,STORY_MATHS; THREEB1B; NUMBERPHILE; MIT_STS,BBC — The Story of Maths; 3Blue1Brown; Numberphile; MIT OCW STS.002 — Toward the Scientific Revolution,https://www.bbc.co.uk/programmes/b00dxjls; https://www.3blue1brown.com/; https://www.numberphile.com/; https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,235,9,20,Fielding,Tom Jones,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Fielding Tom Jones lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for God; Religion; Sin; Truth: the modern novel often makes consciousness, society, and narration itself part of the argument.",CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,God; Religion; Sin; Truth,Core (1952),
Not Started,236,9,21,Fourier,Analytical Theory of Heat,Preliminary Discourse; Ch. 1-2,Knowledge; Justice; Truth; Reasoning,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Fourier Analytical Theory of Heat science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Knowledge; Justice; Truth; Reasoning: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,237,9,22,Molière,Tartuffe,Focus: hypocrisy mechanics; persuasion; exposure; social trust (Read whole; then re-read these anchors),Art; Beauty; Form; Hypothesis; Science; Physics; Mechanics,"Crash Course Theater and Drama — watch the period/genre episode: neoclassicism, realism, modern drama, epic theatre, or absurdism.",Stage production cue — use/search: “Molière Tartuffe full play performance or reputable stage excerpts”,Watch a production/interview on National Theatre at Home or Digital Theatre if available; compare text to performed timing.,"Watch for Art; Beauty; Form; Hypothesis: drama lets ideas happen between bodies, pauses, entrances, exits, costumes, and public judgment.",CRASH_THEATER; NT_AT_HOME; DIGITAL_THEATRE,Crash Course Theater and Drama; National Theatre at Home; Digital Theatre,https://thecrashcourse.com/topic/theaterdrama/; https://www.ntathome.com/; https://www.digitaltheatre.com/,Science; Physics; Art; Beauty; Form; Mechanics; Hypothesis,Expansion (1990),
Not Started,238,9,23,Austen,Emma,Focus: self-deception; social perception; moral education arc; ending (Read whole; then re-read these anchors),Education; Experience; Knowledge; Truth,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Austen Emma lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for Education; Experience; Knowledge; Truth: the modern novel often makes consciousness, society, and narration itself part of the argument.",CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,Education; Experience; Knowledge; Truth,Expansion (1990),
Not Started,239,9,24,Planck,Scientific Autobiography,Focus: discovery narrative; quantum origins; method and worldview (Read whole; then re-read these anchors),Knowledge; Justice; Truth; Reasoning,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Planck Scientific Autobiography science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Knowledge; Justice; Truth; Reasoning: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO; PBS_NOVA_EINSTEIN,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics; NOVA — Inside Einstein's Mind",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160; https://www.pbs.org/video/nova-inside-einsteins-mind/,Truth; Knowledge; Reasoning; Justice,Expansion (1990),
Not Started,240,9,25,Veblen,The Theory of the Leisure Class,Focus: conspicuous consumption; status signaling; institutions critique (Read whole; then re-read these anchors),Custom and Convention; Government; Labor; Progress; Wealth,OYC Foundations of Modern Social Theory — matching author/context lectures; then Crash Course Economics for the vocabulary.,Lecture cue — use/search: “Veblen The Theory of the Leisure Class lecture”,"OYC Financial Markets or Game Theory — connect labor, wealth, exchange, institutions, conflict, and modern capitalism.","Watch for Custom and Convention; Government; Labor; Progress: economic texts become philosophical when wealth, labor, power, and human motives are treated as one system.",OYC_SOCIAL; CRASH_ECON; OYC_FINANCE; OYC_GAME,Open Yale SOCY 151 — Foundations of Modern Social Theory; Crash Course Economics; Open Yale ECON 252 — Financial Markets; Open Yale ECON 159 — Game Theory,https://oyc.yale.edu/sociology/socy-151; https://thecrashcourse.com/topic/economics/; https://oyc.yale.edu/economics/econ-252; https://oyc.yale.edu/economics/econ-159,Custom and Convention; Government; Labor; Progress; Wealth,Expansion (1990),
Not Started,241,9,26,Joyce,A Portrait of the Artist as a Young Man,Focus: epiphanies; artist formation; language & identity; ending (Read whole; then re-read these anchors),Form; Art; Beauty; Being; Language; Metaphysics; Rhetoric; Sign and Symbol,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Joyce A Portrait of the Artist as a Young Man lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for Form; Art; Beauty; Being: the modern novel often makes consciousness, society, and narration itself part of the argument.",OYC_MODERNPOETRY; CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Open Yale ENGL 310 — Modern Poetry; Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://oyc.yale.edu/english/engl-310; https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,Form; Art; Beauty; Being; Language; Metaphysics; Rhetoric; Sign and Symbol,Expansion (1990),
Not Started,242,9,27,Hemingway,The Short Happy Life of Francis Macomber,Focus: fear/courage reversal; power triangle; ambiguity at end (Read whole; then re-read these anchors),Courage; Honor; War and Peace; Truth,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Hemingway The Short Happy Life of Francis Macomber lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for Courage; Honor; War and Peace; Truth: the modern novel often makes consciousness, society, and narration itself part of the argument.",OYC_AMST; CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Open Yale AMST 246 — Hemingway, Fitzgerald, Faulkner; Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://oyc.yale.edu/american-studies/amst-246; https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,Courage; Honor; War and Peace; Truth,Expansion (1990),
Not Started,243,9,28,Balzac,Cousin Bette,Focus: opening setup; mid-novel revenge mechanics; final reckoning,God; Hypothesis; Science; Physics; Mechanics; Religion; Sin,Crash Course Literature — use the author/work video when available; otherwise use the genre/period video.,Lecture cue — use/search: “Balzac Cousin Bette lecture”,"Open Yale Theory of Literature or European Civilization — connect form, society, class, consciousness, and modernity.","Watch for God; Hypothesis; Science; Physics: the modern novel often makes consciousness, society, and narration itself part of the argument.",CRASH_LIT; OYC_THEORY; OYC_EUROCIV,"Crash Course Literature; Open Yale ENGL 300 — Introduction to Theory of Literature; Open Yale HIST 202 — European Civilization, 1648–1945",https://thecrashcourse.com/topic/literature/; https://oyc.yale.edu/english/engl-300; https://oyc.yale.edu/history/hist-202,Science; Physics; God; Mechanics; Religion; Sin; Hypothesis,Expansion (1990),19th-c social novel near Austen/Fielding
Not Started,244,9,29,Tawney,The Acquisitive Society,"Focus: core chapters on property, function, and social purpose",Government; Justice; Labor; Law; Virtue and Vice; Wealth,OYC Foundations of Modern Social Theory — matching author/context lectures; then Crash Course Economics for the vocabulary.,Lecture cue — use/search: “Tawney The Acquisitive Society lecture”,"OYC Financial Markets or Game Theory — connect labor, wealth, exchange, institutions, conflict, and modern capitalism.","Watch for Government; Justice; Labor; Law: economic texts become philosophical when wealth, labor, power, and human motives are treated as one system.",OYC_SOCIAL; CRASH_ECON; OYC_FINANCE; OYC_GAME,Open Yale SOCY 151 — Foundations of Modern Social Theory; Crash Course Economics; Open Yale ECON 252 — Financial Markets; Open Yale ECON 159 — Game Theory,https://oyc.yale.edu/sociology/socy-151; https://thecrashcourse.com/topic/economics/; https://oyc.yale.edu/economics/econ-252; https://oyc.yale.edu/economics/econ-159,Government; Justice; Labor; Law; Virtue and Vice; Wealth,Expansion (1990),Political economy near Veblen/Marx
Not Started,245,9,30,Keynes,"The General Theory of Employment, Interest, and Money",Book I; Book III (effective demand); Book IV (investment); Book V (money/interest),Government; Labor; Chance; Wealth; Progress; Prudence,OYC Foundations of Modern Social Theory — matching author/context lectures; then Crash Course Economics for the vocabulary.,"Lecture cue — use/search: “Keynes The General Theory of Employment, Interest, and Money lecture”","OYC Financial Markets or Game Theory — connect labor, wealth, exchange, institutions, conflict, and modern capitalism.","Watch for Government; Labor; Chance; Wealth: economic texts become philosophical when wealth, labor, power, and human motives are treated as one system.",OYC_SOCIAL; CRASH_ECON; OYC_FINANCE; OYC_GAME,Open Yale SOCY 151 — Foundations of Modern Social Theory; Crash Course Economics; Open Yale ECON 252 — Financial Markets; Open Yale ECON 159 — Game Theory,https://oyc.yale.edu/sociology/socy-151; https://thecrashcourse.com/topic/economics/; https://oyc.yale.edu/economics/econ-252; https://oyc.yale.edu/economics/econ-159,Government; Labor; Wealth; Chance; Progress; Prudence,Expansion (1990),Macro foundations near modern social theory
Not Started,246,10,1,Sophocles,Ajax,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Courage; Fate; Good and Evil; Justice; Law; Life and Death; God; Punishment,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Sophocles Ajax performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Courage; Fate; Good and Evil; Justice: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Courage; Fate; Good and Evil; Justice; Law; Life and Death; Punishment; God,Core (1952),
Not Started,247,10,2,Sophocles,Electra,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Courage; Fate; Good and Evil; Justice; Law; Life and Death; God; Punishment,"PBS Empires — The Greeks; then National Theatre — Greek Theatre Video Collection on tragedy, chorus, masks, and performance space.",Reading Greek Tragedy Online / National Theatre — use/search: “Sophocles Electra performance or staging discussion”,"Crash Course Theater and Drama — Greek tragedy episodes; connect stage conflict to law, family, fate, and civic order.",Watch for Courage; Fate; Good and Evil; Justice: tragedy makes an argument by forcing incompatible goods into the same public space.,PBS_GREEKS; NAT_GREEK; CHS_TRAGEDY; CRASH_THEATER,PBS Empires — The Greeks: Crucible of Civilization; National Theatre — Greek Theatre Video Collection; Reading Greek Tragedy Online — Center for Hellenic Studies / Out of Chaos; Crash Course Theater and Drama,https://www.pbs.org/empires/thegreeks/; https://www.nationaltheatre.org.uk/learn-explore/greek-theatre-video-collection/; https://chs.harvard.edu/programs/reading-greek-tragedy-online/; https://thecrashcourse.com/topic/theaterdrama/,Courage; Fate; Good and Evil; Justice; Law; Life and Death; Punishment; God,Core (1952),
Not Started,248,10,3,Plato,Timaeus,Focus: cosmology; receptacle; teleology; math order of nature (Read whole; then re-read these anchors),Cause; Form; Dialectic; Nature; Science; Space; Time; World,"OYC PLSC 114 — watch the opening lectures on Socrates, polis, justice, and philosophy as public danger.",Gregory B. Sadler — use/search: “Plato Timaeus text lecture core concepts”,Bryan Magee — Plato episode; then write the question Plato leaves harder than he found it.,Watch for Cause; Form; Dialectic; Nature: Plato rarely hands you a doctrine first; he stages a soul learning how to ask.,OYC_POLPHIL; SADLER; MAGEE,Open Yale PLSC 114 — Introduction to Political Philosophy; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews,https://oyc.yale.edu/political-science/plsc-114; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Nature; Science; Cause; Form; Space; Time; World; Dialectic,Core (1952),
Not Started,249,10,4,Aristotle,On the Parts of Animals; On the Generation of Animals,"On the Parts: Book I, Ch. 1-Book II, Ch. 1; On Generation: Book I, Ch. 1, 17-18, 20-23",Government; Happiness; Justice; Law; Logic; Nature; Reasoning; Science,MIT STS.002 on ancient natural philosophy; then OYC Evolution/Ecology for the later biological frame.,Gregory B. Sadler — use/search: “Aristotle On the Parts of Animals; On the Generation of Animals lecture”,Compare Aristotle’s living forms with Darwinian descent and modern biological explanation.,"Watch for Government; Happiness; Justice; Law: life is treated as organized power: nutrition, perception, motion, reproduction, and thought.",MIT_STS; OYC_EEB; SADLER; MAGEE,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale E&EB 122 — Principles of Evolution, Ecology and Behavior; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/ecology-and-evolutionary-biology/eeb-122; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Government; Happiness; Justice; Law; Logic; Nature; Reasoning; Science,Core (1952),
Not Started,250,10,5,Lucretius,On the Nature of Things,Book V-VI,Nature; Physics; Science; Truth,MIT STS.002 — ancient natural philosophy and atomism context; then BBC Story of Science for nature without mythic explanation.,Gregory B. Sadler — use/search: “Lucretius On the Nature of Things lecture Epicurean atomism”,"Bryan Magee / philosophy overview on Epicureanism and materialism; compare pleasure, fear, death, chance, and nature.",Watch for Nature; Physics; Science; Truth: Lucretius tries to cure fear by making nature intelligible without providence.,MIT_STS; BBC_STORY_SCI; SADLER; MAGEE,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html,Nature; Physics; Science; Truth,Core (1952),
Not Started,251,10,6,Virgil,The Eclogues; The Georgics,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,Crash Course World History — Rome; then OYC Roman Architecture for the imperial imagination behind Augustan order.,Epic/lecture cue — use/search: “Virgil The Eclogues; The Georgics Aeneid Eclogues Georgics overview”,BBC Civilisation — use Rome’s afterlife in medieval and Renaissance culture as the bridge forward.,"Watch for God; Religion; Sin; Truth: Roman poetry asks whether empire can baptize loss, exile, labor, and violence into destiny.",CRASH_WORLD; OYC_ROMANARCH; OSP; BBC_CIVILISATION,"Crash Course World History; Open Yale HSAR 252 — Roman Architecture; Overly Sarcastic Productions — mythology, classics, history, and literature videos; Kenneth Clark — Civilisation",https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9; https://oyc.yale.edu/history-of-art/hsar-252; https://www.overlysarcasticproductions.com/projects; https://www.bbcselect.com/watch/civilisation/,God; Religion; Sin; Truth,Core (1952),
Not Started,252,10,7,St. Thomas Aquinas,Summa Theologica,"Part I, QQ 65-74",God; Justice; Law; Reasoning; Soul; Theology; Truth; Virtue and Vice,BBC Civilisation — medieval world; then Dante in Translation for the theological-cosmic imagination Aquinas inhabits.,Gregory B. Sadler — use/search: “St. Thomas Aquinas Summa Theologica lecture”,"Bryan Magee / medieval philosophy episode; map reason, revelation, law, soul, and being.",Watch for God; Justice; Law; Reasoning: the medieval move is not anti-reason; it is reason asking where its authority comes from.,BBC_CIVILISATION; SADLER; MAGEE; OYC_DANTE,Kenneth Clark — Civilisation; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Open Yale ITAL 310 — Dante in Translation,https://www.bbcselect.com/watch/civilisation/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://oyc.yale.edu/italian-language-and-literature/ital-310,Reasoning; God; Justice; Law; Soul; Theology; Truth; Virtue and Vice,Core (1952),
